Edition,License,Stage,Channel_Min,Sequence_Min,Channel_Max,Sequence_Max,BinkID_Hex,BinkID_Dec
Office 2007 Home & Student Edition,Retail,Trial,301,000000,497,999999,88,136
Office 2007 Home & Student Edition,Retail,Trial,518,000000,557,999999,88,136
Office 2007 Home & Student Edition,Retail,Trial,573,000000,582,999999,88,136
Office 2007 Home & Student Edition,Retail,Trial,583,000000,642,999999,88,136
Office 2007 Home & Student Edition,Retail,Trial,643,000000,693,999999,88,136
Office 2007 Home & Student Edition,Retail,Bypass,694,000000,703,999999,88,136
Office 2007 Home & Student Edition,Retail,Perpetual,777,000000,811,999999,88,136
Office 2007 Home & Student Edition,Retail,Perpetual,852,000000,853,999999,88,136
Office 2007 Home & Student Edition,Retail,Perpetual,901,000000,955,999999,88,136
Office 2007 Home & Student Edition,Retail,Perpetual,956,000000,975,999999,88,136
Office 2007 Home & Student Edition,Retail,Perpetual,976,000000,999,999999,88,136
Office 2007 Home & Student Edition,Retail,Premium,706,000000,706,999999,88,136
Office 2007 Home & Student Edition,Retail,Premium,812,000000,851,999999,88,136
Office 2007 Home & Student Edition,Retail,Academic,854,000000,857,999999,88,136
Office 2007 Home & Student Edition,Retail,MSDN,858,000000,860,999999,88,136
Office 2007 Home & Student Edition,Retail,MSDN,861,000000,870,999999,88,136
Office 2007 Home & Student Edition,Retail,HomeUse,871,000000,900,999999,88,136
Office 2007 Home & Student Edition,OEM,Trial,001,000000,300,999999,89,137
Office 2007 Home & Student Edition,OEM,Trial,498,000000,517,999999,89,137
Office 2007 Home & Student Edition,OEM,Trial,563,000000,572,999999,89,137
Office 2007 Home & Student Edition,OEM,Perpetual,705,000000,705,999999,89,137
Office 2007 Home & Student Edition,OEM,Perpetual,727,000000,776,999999,89,137
Office 2007 Small Business Edition,Retail,Trial,301,000000,497,999999,80,128
Office 2007 Small Business Edition,Retail,Trial,518,000000,557,999999,80,128
Office 2007 Small Business Edition,Retail,Trial,573,000000,582,999999,80,128
Office 2007 Small Business Edition,Retail,Trial,583,000000,642,999999,80,128
Office 2007 Small Business Edition,Retail,Trial,643,000000,693,999999,80,128
Office 2007 Small Business Edition,Retail,Bypass,694,000000,703,999999,80,128
Office 2007 Small Business Edition,Retail,Perpetual,777,000000,811,999999,80,128
Office 2007 Small Business Edition,Retail,Perpetual,852,000000,853,999999,80,128
Office 2007 Small Business Edition,Retail,Perpetual,901,000000,955,999999,80,128
Office 2007 Small Business Edition,Retail,Perpetual,956,000000,975,999999,80,128
Office 2007 Small Business Edition,Retail,Perpetual,976,000000,999,999999,80,128
Office 2007 Small Business Edition,Retail,Premium,706,000000,706,999999,80,128
Office 2007 Small Business Edition,Retail,Premium,812,000000,851,999999,80,128
Office 2007 Small Business Edition,Retail,Academic,854,000000,857,999999,80,128
Office 2007 Small Business Edition,Retail,MSDN,858,000000,860,999999,80,128
Office 2007 Small Business Edition,Retail,MSDN,861,000000,870,999999,80,128
Office 2007 Small Business Edition,Retail,HomeUse,871,000000,900,999999,80,128
Office 2007 Small Business Edition,OEM,Trial,001,000000,300,999999,81,129
Office 2007 Small Business Edition,OEM,Trial,498,000000,517,999999,81,129
Office 2007 Small Business Edition,OEM,Trial,563,000000,572,999999,81,129
Office 2007 Small Business Edition,OEM,Perpetual,705,000000,705,999999,81,129
Office 2007 Small Business Edition,OEM,Perpetual,727,000000,776,999999,81,129
Office 2007 Standard Edition,Retail,Trial,301,000000,497,999999,80,128
Office 2007 Standard Edition,Retail,Trial,518,000000,557,999999,80,128
Office 2007 Standard Edition,Retail,Trial,573,000000,582,999999,80,128
Office 2007 Standard Edition,Retail,Trial,583,000000,642,999999,80,128
Office 2007 Standard Edition,Retail,Trial,643,000000,693,999999,80,128
Office 2007 Standard Edition,Retail,Bypass,694,000000,703,999999,80,128
Office 2007 Standard Edition,Retail,Perpetual,777,000000,811,999999,80,128
Office 2007 Standard Edition,Retail,Perpetual,852,000000,853,999999,80,128
Office 2007 Standard Edition,Retail,Perpetual,901,000000,955,999999,80,128
Office 2007 Standard Edition,Retail,Perpetual,956,000000,975,999999,80,128
Office 2007 Standard Edition,Retail,Perpetual,976,000000,999,999999,80,128
Office 2007 Standard Edition,Retail,Premium,706,000000,706,999999,80,128
Office 2007 Standard Edition,Retail,Premium,812,000000,851,999999,80,128
Office 2007 Standard Edition,Retail,Academic,854,000000,857,999999,80,128
Office 2007 Standard Edition,Retail,MSDN,858,000000,860,999999,80,128
Office 2007 Standard Edition,Retail,MSDN,861,000000,870,999999,80,128
Office 2007 Standard Edition,Retail,HomeUse,871,000000,900,999999,80,128
Office 2007 Standard Edition,OEM,Trial,001,000000,300,999999,81,129
Office 2007 Standard Edition,OEM,Trial,498,000000,517,999999,81,129
Office 2007 Standard Edition,OEM,Trial,563,000000,572,999999,81,129
Office 2007 Standard Edition,OEM,Perpetual,705,000000,705,999999,81,129
Office 2007 Standard Edition,OEM,Perpetual,727,000000,776,999999,81,129
Office 2007 Standard Edition,VLK,N/A,707,000000,726,999999,80,128
Office 2007 Professional Edition,Retail,Trial,301,000000,497,999999,82,130
Office 2007 Professional Edition,Retail,Trial,518,000000,557,999999,82,130
Office 2007 Professional Edition,Retail,Trial,573,000000,582,999999,82,130
Office 2007 Professional Edition,Retail,Trial,583,000000,642,999999,82,130
Office 2007 Professional Edition,Retail,Trial,643,000000,693,999999,82,130
Office 2007 Professional Edition,Retail,Bypass,694,000000,703,999999,82,130
Office 2007 Professional Edition,Retail,Perpetual,777,000000,811,999999,82,130
Office 2007 Professional Edition,Retail,Perpetual,852,000000,853,999999,82,130
Office 2007 Professional Edition,Retail,Perpetual,901,000000,955,999999,82,130
Office 2007 Professional Edition,Retail,Perpetual,956,000000,975,999999,82,130
Office 2007 Professional Edition,Retail,Perpetual,976,000000,999,999999,82,130
Office 2007 Professional Edition,Retail,Premium,706,000000,706,999999,82,130
Office 2007 Professional Edition,Retail,Premium,812,000000,851,999999,82,130
Office 2007 Professional Edition,Retail,Academic,854,000000,857,999999,82,130
Office 2007 Professional Edition,Retail,MSDN,858,000000,860,999999,82,130
Office 2007 Professional Edition,Retail,MSDN,861,000000,870,999999,82,130
Office 2007 Professional Edition,Retail,HomeUse,871,000000,900,999999,82,130
Office 2007 Professional Edition,OEM,Trial,001,000000,300,999999,83,131
Office 2007 Professional Edition,OEM,Trial,498,000000,517,999999,83,131
Office 2007 Professional Edition,OEM,Trial,563,000000,572,999999,83,131
Office 2007 Professional Edition,OEM,Perpetual,705,000000,705,999999,83,131
Office 2007 Professional Edition,OEM,Perpetual,727,000000,776,999999,83,131
Office 2007 Professional Edition,VLK,N/A,707,000000,726,999999,82,130
Office 2007 Professional Hybrid Edition,Retail,Trial,301,000000,497,999999,84,132
Office 2007 Professional Hybrid Edition,Retail,Trial,518,000000,557,999999,84,132
Office 2007 Professional Hybrid Edition,Retail,Trial,573,000000,582,999999,84,132
Office 2007 Professional Hybrid Edition,Retail,Trial,583,000000,642,999999,84,132
Office 2007 Professional Hybrid Edition,Retail,Trial,643,000000,693,999999,84,132
Office 2007 Professional Hybrid Edition,Retail,Bypass,694,000000,703,999999,84,132
Office 2007 Professional Hybrid Edition,Retail,Perpetual,777,000000,811,999999,84,132
Office 2007 Professional Hybrid Edition,Retail,Perpetual,852,000000,853,999999,84,132
Office 2007 Professional Hybrid Edition,Retail,Perpetual,901,000000,955,999999,84,132
Office 2007 Professional Hybrid Edition,Retail,Perpetual,956,000000,975,999999,84,132
Office 2007 Professional Hybrid Edition,Retail,Perpetual,976,000000,999,999999,84,132
Office 2007 Professional Hybrid Edition,Retail,Premium,706,000000,706,999999,84,132
Office 2007 Professional Hybrid Edition,Retail,Premium,812,000000,851,999999,84,132
Office 2007 Professional Hybrid Edition,Retail,Academic,854,000000,857,999999,84,132
Office 2007 Professional Hybrid Edition,Retail,MSDN,858,000000,860,999999,84,132
Office 2007 Professional Hybrid Edition,Retail,MSDN,861,000000,870,999999,84,132
Office 2007 Professional Hybrid Edition,Retail,HomeUse,871,000000,900,999999,84,132
Office 2007 Professional Hybrid Edition,OEM,Trial,001,000000,300,999999,85,133
Office 2007 Professional Hybrid Edition,OEM,Trial,498,000000,517,999999,85,133
Office 2007 Professional Hybrid Edition,OEM,Trial,563,000000,572,999999,85,133
Office 2007 Professional Hybrid Edition,OEM,Perpetual,705,000000,705,999999,85,133
Office 2007 Professional Hybrid Edition,OEM,Perpetual,727,000000,776,999999,85,133
Office 2007 Professional Plus Edition,Retail,Trial,301,000000,497,999999,82,130
Office 2007 Professional Plus Edition,Retail,Trial,518,000000,557,999999,82,130
Office 2007 Professional Plus Edition,Retail,Trial,573,000000,582,999999,82,130
Office 2007 Professional Plus Edition,Retail,Trial,583,000000,642,999999,82,130
Office 2007 Professional Plus Edition,Retail,Trial,643,000000,693,999999,82,130
Office 2007 Professional Plus Edition,Retail,Bypass,694,000000,703,999999,82,130
Office 2007 Professional Plus Edition,Retail,Perpetual,777,000000,811,999999,82,130
Office 2007 Professional Plus Edition,Retail,Perpetual,852,000000,853,999999,82,130
Office 2007 Professional Plus Edition,Retail,Perpetual,901,000000,955,999999,82,130
Office 2007 Professional Plus Edition,Retail,Perpetual,956,000000,975,999999,82,130
Office 2007 Professional Plus Edition,Retail,Perpetual,976,000000,999,999999,82,130
Office 2007 Professional Plus Edition,Retail,Premium,706,000000,706,999999,82,130
Office 2007 Professional Plus Edition,Retail,Premium,812,000000,851,999999,82,130
Office 2007 Professional Plus Edition,Retail,Academic,854,000000,857,999999,82,130
Office 2007 Professional Plus Edition,Retail,MSDN,858,000000,860,999999,82,130
Office 2007 Professional Plus Edition,Retail,MSDN,861,000000,870,999999,82,130
Office 2007 Professional Plus Edition,Retail,HomeUse,871,000000,900,999999,82,130
Office 2007 Professional Plus Edition,OEM,Trial,001,000000,300,999999,83,131
Office 2007 Professional Plus Edition,OEM,Trial,498,000000,517,999999,83,131
Office 2007 Professional Plus Edition,OEM,Trial,563,000000,572,999999,83,131
Office 2007 Professional Plus Edition,OEM,Perpetual,705,000000,705,999999,83,131
Office 2007 Professional Plus Edition,OEM,Perpetual,727,000000,776,999999,83,131
Office 2007 Professional Plus Edition,VLK,N/A,707,000000,726,999999,82,130
Office 2007 Ultimate Edition,Retail,Trial,301,000000,497,999999,82,130
Office 2007 Ultimate Edition,Retail,Trial,518,000000,557,999999,82,130
Office 2007 Ultimate Edition,Retail,Trial,573,000000,582,999999,82,130
Office 2007 Ultimate Edition,Retail,Trial,583,000000,642,999999,82,130
Office 2007 Ultimate Edition,Retail,Trial,643,000000,693,999999,82,130
Office 2007 Ultimate Edition,Retail,Bypass,694,000000,703,999999,82,130
Office 2007 Ultimate Edition,Retail,Perpetual,777,000000,811,999999,82,130
Office 2007 Ultimate Edition,Retail,Perpetual,852,000000,853,999999,82,130
Office 2007 Ultimate Edition,Retail,Perpetual,901,000000,955,999999,82,130
Office 2007 Ultimate Edition,Retail,Perpetual,956,000000,975,999999,82,130
Office 2007 Ultimate Edition,Retail,Perpetual,976,000000,999,999999,82,130
Office 2007 Ultimate Edition,Retail,Premium,706,000000,706,999999,82,130
Office 2007 Ultimate Edition,Retail,Premium,812,000000,851,999999,82,130
Office 2007 Ultimate Edition,Retail,Academic,854,000000,857,999999,82,130
Office 2007 Ultimate Edition,Retail,MSDN,858,000000,860,999999,82,130
Office 2007 Ultimate Edition,Retail,MSDN,861,000000,870,999999,82,130
Office 2007 Ultimate Edition,Retail,HomeUse,871,000000,900,999999,82,130
Office 2007 Ultimate Edition,OEM,Trial,001,000000,300,999999,83,131
Office 2007 Ultimate Edition,OEM,Trial,498,000000,517,999999,83,131
Office 2007 Ultimate Edition,OEM,Trial,563,000000,572,999999,83,131
Office 2007 Ultimate Edition,OEM,Perpetual,705,000000,705,999999,83,131
Office 2007 Ultimate Edition,OEM,Perpetual,727,000000,776,999999,83,131
Office 2007 Enterprise Edition,Retail,Trial,301,000000,497,999999,82,130
Office 2007 Enterprise Edition,Retail,Trial,518,000000,557,999999,82,130
Office 2007 Enterprise Edition,Retail,Trial,573,000000,582,999999,82,130
Office 2007 Enterprise Edition,Retail,Trial,583,000000,642,999999,82,130
Office 2007 Enterprise Edition,Retail,Trial,643,000000,693,999999,82,130
Office 2007 Enterprise Edition,Retail,Bypass,694,000000,703,999999,82,130
Office 2007 Enterprise Edition,Retail,Perpetual,777,000000,811,999999,82,130
Office 2007 Enterprise Edition,Retail,Perpetual,852,000000,853,999999,82,130
Office 2007 Enterprise Edition,Retail,Perpetual,901,000000,955,999999,82,130
Office 2007 Enterprise Edition,Retail,Perpetual,956,000000,975,999999,82,130
Office 2007 Enterprise Edition,Retail,Perpetual,976,000000,999,999999,82,130
Office 2007 Enterprise Edition,Retail,Premium,706,000000,706,999999,82,130
Office 2007 Enterprise Edition,Retail,Premium,812,000000,851,999999,82,130
Office 2007 Enterprise Edition,Retail,Academic,854,000000,857,999999,82,130
Office 2007 Enterprise Edition,Retail,MSDN,858,000000,860,999999,82,130
Office 2007 Enterprise Edition,Retail,MSDN,861,000000,870,999999,82,130
Office 2007 Enterprise Edition,Retail,HomeUse,871,000000,900,999999,82,130
Office 2007 Enterprise Edition,VLK,N/A,707,000000,726,999999,82,130
Plus! Windows XP Edition,Retail,N/A,980,000000,980,999999,08,8
Plus! Windows XP Edition,OEM,N/A,000,000000,000,000000,09,9
Age of Empires III,Retail,N/A,001,000000,001,999999,50,80
Age of Empires III,Retail,N/A,142,000000,142,999999,50,80
Age of Empires III,Retail,N/A,144,000000,144,999999,50,80
Age of Empires III,Retail,N/A,340,000000,340,999999,50,80
Age of Empires III,OEM,N/A,001,000000,001,999999,51,81
Age of Empires III,OEM,N/A,142,000000,142,999999,51,81
Age of Empires III,OEM,N/A,144,000000,144,999999,51,81
Age of Empires III,OEM,N/A,340,000000,340,999999,51,81
Commerce Server 2002,Retail,N/A,000,000000,999,999999,0E,14
Commerce Server 2002,OEM,N/A,000,000000,999,999999,0F,15
CRM 3.0 Professional,Retail,0 Users,114,000000,114,099999,52,82
CRM 3.0 Professional,Retail,10 Users,007,426000,007,426999,52,82
CRM 3.0 Professional,Retail,100K Users,114,800000,114,849999,52,82
CRM 3.0 Professional,Retail,100K Users,115,000000,115,999999,52,82
CRM 3.0 Professional,Retail,1 CAL,114,100000,114,199999,52,82
CRM 3.0 Professional,Retail,5 CAL,114,200000,114,299999,52,82
CRM 3.0 Professional,Retail,10 CAL,119,500000,119,999999,52,82
CRM 3.0 Professional,Retail,20 CAL,114,300000,114,399999,52,82
CRM 3.0 Professional,OEM,0 Users,114,000000,114,099999,53,83
CRM 3.0 Professional,OEM,10 Users,007,426000,007,426999,53,83
CRM 3.0 Professional,OEM,100K Users,114,800000,114,849999,53,83
CRM 3.0 Professional,OEM,100K Users,115,000000,115,999999,53,83
CRM 3.0 Professional,OEM,1 CAL,114,100000,114,199999,53,83
CRM 3.0 Professional,OEM,5 CAL,114,200000,114,299999,53,83
CRM 3.0 Professional,OEM,10 CAL,119,500000,119,999999,53,83
CRM 3.0 Professional,OEM,20 CAL,114,300000,114,399999,53,83
CRM 3.0 Small Business,Retail,0 Users,114,500000,114,599999,52,82
CRM 3.0 Small Business,Retail,0 Users,118,000000,118,999999,52,82
CRM 3.0 Small Business,Retail,10 Users,425,425000,425,425999,52,82
CRM 3.0 Small Business,Retail,10 Users,113,500000,113,999999,52,82
CRM 3.0 Small Business,Retail,20 Users,114,850000,114,899999,52,82
CRM 3.0 Small Business,Retail,75 Users,114,600000,114,699999,52,82
CRM 3.0 Small Business,Retail,75 Users,114,700000,114,799999,52,82
CRM 3.0 Small Business,Retail,1 CAL,117,000000,117,999999,52,82
CRM 3.0 Small Business,Retail,5 CAL,116,000000,116,999999,52,82
CRM 3.0 Small Business,Retail,20 CAL,114,400000,114,499999,52,82
CRM 3.0 Small Business,OEM,0 Users,114,500000,114,599999,53,83
CRM 3.0 Small Business,OEM,0 Users,118,000000,118,999999,53,83
CRM 3.0 Small Business,OEM,10 Users,425,425000,425,425999,53,83
CRM 3.0 Small Business,OEM,10 Users,113,500000,113,999999,53,83
CRM 3.0 Small Business,OEM,20 Users,114,850000,114,899999,53,83
CRM 3.0 Small Business,OEM,75 Users,114,700000,114,799999,53,83
CRM 3.0 Small Business,OEM,1 CAL,117,000000,117,999999,53,83
CRM 3.0 Small Business,OEM,5 CAL,116,000000,116,999999,53,83
CRM 3.0 Small Business,OEM,20 CAL,114,400000,114,499999,53,83
CRM 4.0,Retail,N/A,335,885000,335,885999,0A,10
CRM 4.0,OEM,N/A,000,000000,999,999999,13,19
Exchange Server 2007 Standard,Retail,N/A,047,000000,047,999999,0A,10
Exchange Server 2007 Standard,OEM,N/A,000,000000,999,999999,13,19
Exchange Server 2007 Enterprise,Retail,N/A,046,000000,046,999999,0A,10
Exchange Server 2007 Enterprise,OEM,N/A,000,000000,999,999999,13,19
Forms Server 2007,Retail,N/A,000,000000,999,999999,76,118
Forms Server 2007,OEM,N/A,000,000000,999,999999,77,119
Groove Server 2007,Retail,N/A,718,000000,718,999999,76,118
Groove Server 2007,OEM,N/A,000,000000,999,999999,77,119
Halo Combat Evolved,Retail,N/A,035,000000,035,999999,50,80
Halo Combat Evolved,Retail,N/A,084,000000,084,999999,50,80
Halo Combat Evolved,Retail,N/A,090,000000,090,999999,50,80
Halo Combat Evolved,Retail,N/A,099,000000,099,999999,50,80
Halo Combat Evolved,OEM,N/A,035,000000,035,999999,51,81
Halo Combat Evolved,OEM,N/A,084,000000,084,999999,51,81
Halo Combat Evolved,OEM,N/A,090,000000,090,999999,51,81
Halo Combat Evolved,OEM,N/A,099,000000,099,999999,51,81
Identity Lifecycle Manager 2007,Retail,N/A,000,000000,999,999999,78,120
Identity Lifecycle Manager 2007,OEM,N/A,000,000000,999,999999,79,121
InterConnect 2004,Retail,N/A,336,000000,336,999999,6E,110
InterConnect 2004,OEM,N/A,000,000000,999,999999,6F,111
ISA Server 2004,Retail,N/A,000,000000,999,999999,06,6
ISA Server 2004,OEM,N/A,000,000000,999,999999,07,7
Office Communicator 2005,Retail,N/A,000,000000,999,999999,00,0
Office Communicator 2005,OEM,N/A,000,000000,999,999999,01,1
Office Communicator 2007,Retail,N/A,000,000000,999,999999,0C,12
Office Communicator 2007,OEM,N/A,000,000000,999,999999,0D,13
Office for Mac 2004,Retail,N/A,000,000000,999,999999,18,24
Office for Mac 2004,OEM,N/A,000,000000,999,999999,19,25
Office for Mac 2004,VLK,N/A,270,000000,270,999999,18,24
Office for Mac 2008,Retail,N/A,000,000000,999,999999,18,24
Office for Mac 2008,OEM,N/A,000,000000,999,999999,19,25
Office for Mac 2008,VLK,N/A,270,000000,270,999999,18,24
Office Sharepoint Server 2007,Retail,N/A,777,000000,999,999999,74,116
Office Sharepoint Server 2007,OEM,N/A,727,000000,776,999999,75,117
Office Sharepoint Server 2007,VLK,N/A,707,000000,726,999999,74,116
Project Portfolio Server 2007,Retail,N/A,717,000000,717,999999,78,120
Project Portfolio Server 2007,OEM,N/A,000,000000,999,999999,79,121
Project Server 2007,Retail,N/A,726,000000,726,999999,76,118
Project Server 2007,OEM,N/A,000,000000,999,999999,77,119
Rise of Legends,Retail,N/A,124,000000,124,999999,52,82
Rise of Legends,Retail,N/A,133,000000,133,999999,52,82
Rise of Legends,Retail,N/A,245,000000,245,999999,52,82
Rise of Legends,OEM,N/A,124,000000,124,999999,53,83
Rise of Legends,OEM,N/A,133,000000,133,999999,53,83
Rise of Legends,OEM,N/A,245,000000,245,999999,53,83
Search Server 2008,Retail,N/A,720,000000,720,999999,76,118
Search Server 2008,OEM,N/A,000,000000,999,999999,77,119
Services for Unix 2.0,Retail,N/A,335,000000,335,999999,06,6
Services for Unix 2.0,OEM,N/A,000,000000,999,999999,07,7
SharePoint Portal Server 2001,Retail,N/A,335,000000,335,999999,0A,10
SharePoint Portal Server 2001,OEM,N/A,000,000000,999,999999,13,19
SharePoint Server 2007 Standard,Retail,N/A,722,000000,722,999999,76,118
SharePoint Server 2007 Standard,OEM,N/A,000,000000,999,999999,77,119
SharePoint Server 2007 Enterprise,Retail,N/A,724,000000,724,999999,76,118
SharePoint Server 2007 Enterprise,OEM,N/A,000,000000,999,999999,77,119
SharePoint Server 2007 Search Standard,Retail,N/A,719,000000,719,999999,76,118
SharePoint Server 2007 Search Standard,OEM,N/A,000,000000,999,999999,77,119
SharePoint Server 2007 Search Enterprise,Retail,N/A,720,000000,720,999999,76,118
SharePoint Server 2007 Search Enterprise,OEM,N/A,000,000000,999,999999,77,119
Virtual PC for Mac 7.0,Retail,N/A,111,000000,111,999999,18,24
Virtual PC for Mac 7.0,OEM,N/A,000,000000,999,999999,19,25
Visual Studio .NET 2002,Retail,N/A,652,000000,652,999999,24,36
Visual Studio .NET 2002,OEM,N/A,000,000000,999,999999,25,37
Visual Studio .NET 2003,Retail,N/A,335,000000,335,999999,24,36
Visual Studio .NET 2003,OEM,N/A,000,000000,999,999999,25,37
Visual Studio 2005,Retail,N/A,113,000000,113,999999,52,82
Visual Studio 2005,OEM,N/A,000,000000,999,999999,53,83
Visual Studio 2008,Retail,N/A,335,000000,335,999999,78,120
Visual Studio 2008,OEM,N/A,000,000000,999,999999,79,121
Windows XP Professional Evaluation,Retail,N/A,005,000000,110,999999,28,40
Windows XP Professional Evaluation,OEM,N/A,005,000000,110,999999,29,41
Windows Server 2003 Standard Evaluation,Retail,N/A,005,000000,014,999999,56,86
Windows Server 2003 Standard Evaluation,OEM,N/A,000,000000,999,999999,57,87
